Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR
Js Ts 9d,Kd9c,0.810,54.83,17.2889,57.3292
Js Ts 9d,KdTc,0.674,60.62,24.1084,72.3136
Js Ts 9d,KdJc,0.712,66.26,32.633,89.5397
Js Ts 9d,KdQc,0.486,88.84,120.516,246.659
Js Ts 9d,Kd2d,0.802,30.19,6.94063,41.7987
Js Ts 9d,Kd3d,0.819,30.09,6.62869,40.0495
Js Ts 9d,Kd4d,0.846,30.25,6.57383,39.5137
Js Ts 9d,Kd5d,0.802,30.38,6.45661,38.6468
Js Ts 9d,Kd6d,0.739,30.61,6.53634,38.8233
Js Ts 9d,Kd7d,0.762,38.55,11.3836,53.696
Js Ts 9d,Kd8d,0.755,40.29,15.5936,70.3722
Js Ts 9d,KdTd,0.547,62.29,30.3545,88.5984
Js Ts 9d,KdJd,0.535,67.73,38.5983,103.617
Js Ts 9d,KdQd,0.215,89.12,122.722,250.382
Js Ts 9d,Kd7h,0.067,35.89,7.91655,40.1097
Js Ts 9d,Kd8h,0.405,37.81,11.6559,56.0552
Js Ts 9d,Kd9h,0.810,54.83,17.2889,57.3292
Js Ts 9d,KdTh,0.674,60.62,24.1084,72.3136
Js Ts 9d,KdJh,0.712,66.26,32.633,89.5397
Js Ts 9d,KdQh,0.486,88.84,120.517,246.659
Js Ts 9d,Kd7s,0.067,38.39,10.7274,50.8077
Js Ts 9d,Kd8s,0.405,40.20,14.8087,66.9703
Js Ts 9d,Kd9s,0.810,57.45,21.5045,68.0551
Js Ts 9d,KdQs,0.486,90.71,127.532,255.618
Js Ts 9d,Ad3c,0.192,22.66,1.48166,11.8885
Js Ts 9d,Ad4c,0.517,22.84,1.43644,11.4344
Js Ts 9d,Ad5c,0.710,23.05,1.4301,11.2825
Js Ts 9d,Ad6c,0.551,23.52,1.501,11.6034
Js Ts 9d,Ad7c,0.857,31.80,3.00174,17.1645
Js Ts 9d,Ad8c,0.886,40.94,7.37203,32.7372
Js Ts 9d,Ad9c,0.796,48.91,10.3738,38.5617
Js Ts 9d,AdTc,0.706,54.95,17.1003,56.5764
Js Ts 9d,AdJc,0.315,61.04,25.9228,77.2105
Js Ts 9d,AdQc,0.434,50.70,22.7954,81.7547
Js Ts 9d,Ad2d,0.698,26.12,2.84867,19.8312
Js Ts 9d,Ad3d,0.735,26.11,2.7766,19.333
Js Ts 9d,Ad4d,0.638,26.30,2.71342,18.7616
Js Ts 9d,Ad5d,0.564,26.50,2.71922,18.6551
Js Ts 9d,Ad6d,0.686,26.95,2.77982,18.754
Js Ts 9d,Ad7d,0.657,34.74,4.31612,22.5861
Js Ts 9d,Ad8d,0.722,43.36,12.3505,51.7844
Js Ts 9d,AdTd,0.639,57.05,23.2027,73.9416
Js Ts 9d,AdJd,0.670,62.92,31.9757,92.4
Js Ts 9d,Ad3h,0.192,22.66,1.48166,11.8885
Js Ts 9d,Ad4h,0.517,22.84,1.43644,11.4344
Js Ts 9d,Ad5h,0.710,23.05,1.4301,11.2825
Js Ts 9d,Ad6h,0.551,23.52,1.501,11.6034
Js Ts 9d,Ad7h,0.857,31.80,3.00174,17.1645
Js Ts 9d,Ad8h,0.886,40.94,7.37203,32.7372
Js Ts 9d,Ad9h,0.796,48.91,10.3738,38.5617
Js Ts 9d,AdTh,0.706,54.95,17.1003,56.5764
Js Ts 9d,AdJh,0.315,61.04,25.9228,77.2105
Js Ts 9d,AdQh,0.434,50.70,22.7954,81.7547
Js Ts 9d,Ad3s,0.192,25.30,2.04049,14.6611
Js Ts 9d,Ad4s,0.517,25.56,2.03261,14.4597
Js Ts 9d,Ad5s,0.710,25.92,2.05828,14.4403
Js Ts 9d,Ad6s,0.551,26.47,2.16108,14.8446
Js Ts 9d,Ad7s,0.857,34.41,3.5968,19.0032
Js Ts 9d,Ad8s,0.886,43.20,9.62813,40.5249
Js Ts 9d,Ad9s,0.796,51.74,14.1904,49.8616
Js Ts 9d,AdQs,0.434,53.36,27.4149,93.4106
Js Ts 9d,2h2c,1.000,28.51,2.38534,15.2111
Js Ts 9d,2h2d,1.000,28.58,2.42462,15.4234
Js Ts 9d,3h3c,1.000,29.27,2.32733,14.4565
Js Ts 9d,3h3d,1.000,29.34,2.37089,14.69
Js Ts 9d,3h2h,0.205,9.76,0.77085,14.3604
Js Ts 9d,4h4c,1.000,30.73,2.36132,13.9695
Js Ts 9d,4h4d,1.000,30.81,2.41246,14.2364
Js Ts 9d,4h2h,0.477,9.90,0.65965,12.1136
Js Ts 9d,4h3h,0.841,9.75,0.55973,10.4411
Js Ts 9d,5h5c,0.991,32.10,2.56242,14.5122
Js Ts 9d,5h5d,0.991,32.19,2.64734,14.9514
Js Ts 9d,5h2h,0.706,9.97,0.59584,10.8712
Js Ts 9d,5h3h,0.834,9.81,0.51891,9.61642
Js Ts 9d,5h4h,0.745,10.00,0.48569,8.82766
Js Ts 9d,6h6c,0.930,33.95,3.01496,16.1475
Js Ts 9d,6h6d,0.930,33.99,3.10139,16.5909
Js Ts 9d,6h3h,0.709,10.07,0.57398,10.3665
Js Ts 9d,6h4h,0.789,10.23,0.53621,9.52648
Js Ts 9d,6h5h,0.740,10.37,0.53004,9.28939
Js Ts 9d,7h6c,0.123,19.26,2.05997,19.4458
Js Ts 9d,7h7c,0.826,42.17,5.30066,22.8553
Js Ts 9d,7h6d,0.123,19.32,2.12768,20.0226
Js Ts 9d,7h7d,0.826,42.18,5.49722,23.6932
Js Ts 9d,7h3h,0.057,18.88,2.17881,20.9802
Js Ts 9d,7h4h,0.792,19.02,2.06539,19.7402
Js Ts 9d,7h5h,0.736,19.14,2.02398,19.2218
Js Ts 9d,7h6h,0.672,19.33,2.0624,19.4005
Js Ts 9d,7h6s,0.123,22.22,2.90391,23.7629
Js Ts 9d,8h7c,0.283,77.72,67.3391,157.527
Js Ts 9d,8h8c,0.763,50.90,13.6749,48.8487
Js Ts 9d,8h7d,0.283,77.87,67.6997,158.076
Js Ts 9d,8h8d,0.763,50.92,13.7855,49.226
Js Ts 9d,8h4h,0.075,29.06,4.6903,29.3496
Js Ts 9d,8h5h,0.744,29.11,4.45335,27.8138
Js Ts 9d,8h6h,0.746,29.30,4.43502,27.5211
Js Ts 9d,8h7h,0.680,77.66,67.242,157.425
Js Ts 9d,8h7s,0.283,79.39,71.2674,163.222
Js Ts 9d,9h8c,0.259,54.10,15.7155,52.8118
Js Ts 9d,9h9c,0.351,79.05,85.5207,196.709
Js Ts 9d,9h8d,0.259,54.16,15.8661,53.2609
Js Ts 9d,9h5h,0.211,42.76,6.35412,27.0169
Js Ts 9d,9h6h,0.709,42.76,5.89017,25.0429
Js Ts 9d,9h7h,0.709,47.85,9.0966,34.5665
Js Ts 9d,9h8h,0.558,54.10,15.7236,52.845
Js Ts 9d,9h8s,0.259,56.10,18.6684,60.5026
Js Ts 9d,Th8c,0.357,58.78,20.5015,63.4171
Js Ts 9d,Th9c,0.809,67.32,41.103,111.015
Js Ts 9d,Th8d,0.357,58.87,20.6964,63.922
Js Ts 9d,Th2h,0.114,48.67,11.8533,44.2786
Js Ts 9d,Th3h,0.161,48.41,11.631,43.681
Js Ts 9d,Th4h,0.238,48.38,11.3424,42.6267
Js Ts 9d,Th5h,0.262,48.24,11.0205,41.5334
Js Ts 9d,Th6h,0.622,48.23,10.6162,40.0249
Js Ts 9d,Th7h,0.594,52.89,13.8371,47.5645
Js Ts 9d,Th8h,0.483,58.77,20.5007,63.42
Js Ts 9d,Th9h,0.262,67.32,41.1453,111.129
Js Ts 9d,Th8s,0.357,60.86,23.6121,70.5355
Js Ts 9d,Th9s,0.809,69.34,44.3957,116.418
Js Ts 9d,Jh8c,0.091,63.51,27.1365,77.6876
Js Ts 9d,Jh9c,0.827,69.40,45.8555,120.128
Js Ts 9d,JhTc,0.760,71.10,53.1045,135.809
Js Ts 9d,Jh8d,0.091,63.60,27.3707,78.249
Js Ts 9d,JhTd,0.760,71.14,52.8983,135.188
Js Ts 9d,Jh2h,0.550,54.35,17.4079,58.2377
Js Ts 9d,Jh3h,0.530,54.13,17.2282,57.8659
Js Ts 9d,Jh4h,0.662,54.10,16.9577,56.995
Js Ts 9d,Jh5h,0.792,53.98,16.6682,56.1423
Js Ts 9d,Jh6h,0.798,53.99,16.4668,55.4572
Js Ts 9d,Jh7h,0.620,58.17,19.8346,61.9972
Js Ts 9d,Jh8h,0.609,63.49,27.1125,77.6436
Js Ts 9d,Jh9h,0.441,69.40,45.8844,120.204
Js Ts 9d,JhTh,0.419,71.10,53.1419,135.905
Js Ts 9d,Jh8s,0.091,65.44,30.3353,84.2825
Js Ts 9d,Jh9s,0.827,71.37,49.2006,125.341
Js Ts 9d,Qh9c,0.824,59.69,23.6965,72.1844
Js Ts 9d,QhTc,0.766,64.83,29.7119,83.327
Js Ts 9d,QhJc,0.818,69.70,37.1333,96.8599
Js Ts 9d,QhTd,0.766,64.93,30.0522,84.1476
Js Ts 9d,QhJd,0.818,69.82,37.5321,97.7396
Js Ts 9d,Qh2h,0.834,34.49,10.8692,57.2996
Js Ts 9d,Qh3h,0.842,34.38,10.6468,56.2987
Js Ts 9d,Qh4h,0.813,34.51,10.5844,55.7563
Js Ts 9d,Qh5h,0.814,34.60,10.437,54.8446
Js Ts 9d,Qh6h,0.781,34.80,10.4719,54.7157
Js Ts 9d,Qh7h,0.835,34.57,10.079,53.0032
Js Ts 9d,Qh8h,0.699,83.90,89.4687,193.888
Js Ts 9d,Qh9h,0.495,59.69,23.707,72.2165
Js Ts 9d,QhTh,0.461,64.83,29.7218,83.3548
Js Ts 9d,QhJh,0.496,69.70,37.1447,96.8898
Js Ts 9d,Qh9s,0.824,62.11,28.0713,82.176
Js Ts 9d,Kh7c,0.067,35.79,8.01306,40.7049
Js Ts 9d,Kh8c,0.405,37.71,11.6243,56.0464
Js Ts 9d,Kh9c,0.810,54.72,17.1663,57.0397
Js Ts 9d,KhTc,0.674,60.50,23.8497,71.6731
Js Ts 9d,KhJc,0.712,66.14,32.2777,88.7273
Js Ts 9d,KhQc,0.486,88.68,119.545,245.096
Js Ts 9d,Kh7d,0.067,35.87,8.30828,42.1102
Js Ts 9d,Kh8d,0.405,37.77,11.7077,56.3651
Js Ts 9d,KhTd,0.674,60.60,24.1152,72.3478
Js Ts 9d,KhJd,0.712,66.26,32.6253,89.5274
Js Ts 9d,KhQd,0.486,88.83,120.149,245.919
Js Ts 9d,Kh2h,0.802,27.01,4.13308,27.8194
Js Ts 9d,Kh3h,0.819,26.91,4.01148,27.1019
Js Ts 9d,Kh4h,0.846,27.06,3.87556,26.0355
Js Ts 9d,Kh5h,0.802,27.19,3.79953,25.4105
Js Ts 9d,Kh6h,0.739,27.42,3.84137,25.476
Js Ts 9d,Kh7h,0.762,35.82,7.99363,40.5707
Js Ts 9d,Kh8h,0.755,37.72,11.6032,55.9347
Js Ts 9d,Kh9h,0.592,54.72,17.1733,57.0631
Js Ts 9d,KhTh,0.547,60.50,23.8542,71.6866
Js Ts 9d,KhJh,0.535,66.14,32.2846,88.7461
Js Ts 9d,KhQh,0.215,88.68,119.55,245.106
Js Ts 9d,Kh7s,0.067,38.30,10.7506,51.0415
Js Ts 9d,Kh8s,0.405,40.11,14.8247,67.2041
Js Ts 9d,Kh9s,0.810,57.34,21.3123,67.5791
Js Ts 9d,KhQs,0.486,90.56,126.414,253.807
Js Ts 9d,Ah3c,0.192,22.57,1.42815,11.5072
Js Ts 9d,Ah4c,0.517,22.75,1.39367,11.1403
Js Ts 9d,Ah5c,0.710,22.95,1.39012,11.0129
Js Ts 9d,Ah6c,0.551,23.42,1.4577,11.3157
Js Ts 9d,Ah7c,0.857,31.69,2.94538,16.9005
Js Ts 9d,Ah8c,0.886,40.82,7.107,31.6552
Js Ts 9d,Ah9c,0.796,48.77,10.0476,37.4559
Js Ts 9d,AhTc,0.706,54.81,16.7214,55.4647
Js Ts 9d,AhJc,0.315,60.90,25.4661,76.0359
Js Ts 9d,AhQc,0.434,50.55,22.5059,80.9527
Js Ts 9d,Ah3d,0.192,22.63,1.44943,11.6452
Js Ts 9d,Ah4d,0.517,22.82,1.41823,11.3019
Js Ts 9d,Ah5d,0.710,23.03,1.43718,11.344
Js Ts 9d,Ah6d,0.551,23.50,1.51077,11.6902
Js Ts 9d,Ah7d,0.857,31.74,2.96116,16.9602
Js Ts 9d,Ah8d,0.886,40.86,7.15047,31.8176
Js Ts 9d,AhTd,0.706,54.92,16.9981,56.2747
Js Ts 9d,AhJd,0.315,61.01,25.7892,76.8523
Js Ts 9d,AhQd,0.434,50.66,22.7124,81.5222
Js Ts 9d,Ah2h,0.698,22.58,1.48368,11.9488
Js Ts 9d,Ah3h,0.735,22.57,1.42166,11.4549
Js Ts 9d,Ah4h,0.638,22.75,1.39176,11.1249
Js Ts 9d,Ah5h,0.564,22.95,1.39294,11.0353
Js Ts 9d,Ah6h,0.686,23.42,1.45519,11.2963
Js Ts 9d,Ah7h,0.657,31.69,2.94674,16.9083
Js Ts 9d,Ah8h,0.722,40.82,7.11476,31.6898
Js Ts 9d,Ah9h,0.781,48.77,10.0479,37.457
Js Ts 9d,AhTh,0.639,54.81,16.7248,55.476
Js Ts 9d,AhJh,0.670,60.90,25.4395,75.9562
Js Ts 9d,Ah3s,0.192,25.21,1.97518,14.2451
Js Ts 9d,Ah4s,0.517,25.46,1.97068,14.0713
Js Ts 9d,Ah5s,0.710,25.82,2.0011,14.0912
Js Ts 9d,Ah6s,0.551,26.37,2.10633,14.5219
Js Ts 9d,Ah7s,0.857,34.30,3.54048,18.7651
Js Ts 9d,Ah8s,0.886,43.07,9.34415,39.4415
Js Ts 9d,Ah9s,0.796,51.61,13.8393,48.7593
Js Ts 9d,AhQs,0.434,53.21,27.0643,92.4724
Js Ts 9d,2s2c,1.000,31.29,3.17686,18.4613
Js Ts 9d,2s2d,1.000,31.36,3.23171,18.7378
Js Ts 9d,2s2h,1.000,31.29,3.17686,18.4613
Js Ts 9d,3s3c,1.000,32.09,3.15238,17.8637
Js Ts 9d,3s3d,1.000,32.16,3.21545,18.1791
Js Ts 9d,3s3h,1.000,32.09,3.15238,17.8637
Js Ts 9d,3s2s,0.205,39.63,21.7716,99.8853
Js Ts 9d,4s4c,1.000,33.55,3.18052,17.2365
Js Ts 9d,4s4d,1.000,33.63,3.25218,17.5846
Js Ts 9d,4s4h,1.000,33.55,3.18052,17.2365
Js Ts 9d,4s2s,0.477,39.81,21.6169,98.7387
Js Ts 9d,4s3s,0.841,39.70,21.0507,96.3968
Js Ts 9d,5s5c,0.991,34.99,3.39602,17.6454
Js Ts 9d,5s5d,0.991,35.08,3.51311,18.2074
Js Ts 9d,5s5h,0.991,34.99,3.39602,17.6454
Js Ts 9d,5s2s,0.706,40.00,21.8009,99.0894
Js Ts 9d,5s3s,0.834,39.90,21.2751,96.9419
Js Ts 9d,5s4s,0.745,40.05,21.1662,96.0999
Js Ts 9d,6s6c,0.930,36.80,3.8567,19.0544
Js Ts 9d,6s6d,0.930,36.84,4.07073,20.0885
Js Ts 9d,6s6h,0.930,36.80,3.8567,19.0544
Js Ts 9d,6s3s,0.709,40.26,22.1001,99.802
Js Ts 9d,6s4s,0.789,40.39,21.8682,98.4397
Js Ts 9d,6s5s,0.740,40.54,21.9757,98.5599
Js Ts 9d,7s6c,0.123,22.14,2.71489,22.2996
Js Ts 9d,7s7c,0.826,44.65,8.02708,32.6859
Js Ts 9d,7s6d,0.123,22.20,2.81209,23.0346
Js Ts 9d,7s7d,0.826,44.67,8.23527,33.5182
Js Ts 9d,7s6h,0.123,22.14,2.71488,22.2996
Js Ts 9d,7s7h,0.826,44.65,8.02708,32.6859
Js Ts 9d,7s3s,0.057,45.73,26.5193,105.446
Js Ts 9d,7s4s,0.792,45.84,25.9887,103.077
Js Ts 9d,7s5s,0.736,45.93,25.7331,101.861
Js Ts 9d,7s6s,0.672,46.19,26.5237,104.395
Js Ts 9d,8s7c,0.283,79.17,70.4122,161.704
Js Ts 9d,8s8c,0.763,53.06,16.4964,56.532
Js Ts 9d,8s7d,0.283,79.31,70.754,162.198
Js Ts 9d,8s8d,0.763,53.08,16.623,56.9419
Js Ts 9d,8s7h,0.283,79.17,70.4123,161.703
Js Ts 9d,8s8h,0.763,53.06,16.4964,56.5319
Js Ts 9d,8s4s,0.075,52.06,34.998,122.22
Js Ts 9d,8s5s,0.744,52.12,34.2035,119.315
Js Ts 9d,8s6s,0.746,52.33,34.6289,120.324
Js Ts 9d,8s7s,0.680,84.94,99.2955,212.55
Js Ts 9d,9s8c,0.259,56.63,19.9168,63.9452
Js Ts 9d,9s9c,0.351,80.75,87.8709,197.859
Js Ts 9d,9s8d,0.259,56.69,20.0695,64.3701
Js Ts 9d,9s8h,0.259,56.63,19.9168,63.9452
Js Ts 9d,9s9h,0.351,80.75,87.8709,197.859
Js Ts 9d,9s5s,0.211,63.42,42.9156,123.042
Js Ts 9d,9s6s,0.709,63.37,42.212,121.114
Js Ts 9d,9s7s,0.709,66.51,49.4776,135.253
Js Ts 9d,9s8s,0.558,70.37,60.5584,156.467
Js Ts 9d,Qs9c,0.824,62.05,28.3865,83.1803
Js Ts 9d,QsTc,0.766,67.25,34.4218,93.0655
Js Ts 9d,QsJc,0.818,71.90,41.6439,105.303
Js Ts 9d,QsTd,0.766,67.35,34.7803,93.8909
Js Ts 9d,QsJd,0.818,72.02,42.0509,106.164
Js Ts 9d,Qs9h,0.824,62.05,28.3864,83.1803
Js Ts 9d,QsTh,0.766,67.25,34.4218,93.0654
Js Ts 9d,QsJh,0.818,71.90,41.6439,105.303
Js Ts 9d,Qs2s,0.834,56.43,43.5932,140.47
Js Ts 9d,Qs3s,0.842,56.34,43.24,139.55
Js Ts 9d,Qs4s,0.813,56.45,43.1067,138.831
Js Ts 9d,Qs5s,0.814,56.55,42.6411,137.108
